Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
joachim andersen,fulham,Premier-League,2024-2025,20,6,1,0.625,15,18,34,37,28,9,188,1
elliot anderson,nottham forest,Premier-League,2024-2025,54,29,9,0.432,48,56,31,48,9,39,76,4
andre,wolves,Premier-League,2024-2025,41,41,9,0.5870000000000001,37,55,37,42,8,34,30,1
michail antonio,west ham,Premier-League,2024-2025,0,1,1,0.667,2,2,0,6,0,6,2,0
antony,manchester utd,Premier-League,2024-2025,4,2,0,0.4,2,3,2,2,0,2,0,0
julian araujo,bournemouth,Premier-League,2024-2025,4,6,0,0.417,5,5,6,3,0,3,18,0
cameron archer,southampton,Premier-League,2024-2025,8,3,2,0.222,2,8,2,5,1,4,11,0
alphonse areola,west ham,Premier-League,2024-2025,2,0,0,0.667,2,2,0,0,0,0,15,3
joe aribo,southampton,Premier-League,2024-2025,17,24,6,0.486,17,33,20,28,11,17,32,3
adam armstrong,southampton,Premier-League,2024-2025,2,7,3,0.214,3,3,3,6,1,5,8,0
harrison armstrong,everton,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,1,0
kepa arrizabalaga,bournemouth,Premier-League,2024-2025,1,0,0,0.0,0,0,0,2,0,2,15,3
marco asensio,aston villa,Premier-League,2024-2025,0,7,0,0.3329999999999999,3,5,2,7,1,6,3,0
brandon austin,tottenham,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
taiwo awoniyi,nottham forest,Premier-League,2024-2025,0,3,3,0.8,4,3,0,1,0,1,7,0
yasin ayari,brighton,Premier-League,2024-2025,15,31,13,0.4639999999999999,26,32,20,24,6,18,26,0
jordan ayew,crystal palace,Premier-League,2024-2025,0,0,1,,0,0,0,0,0,0,0,0
jordan ayew,leicester city,Premier-League,2024-2025,8,14,5,0.304,7,15,12,21,2,19,19,0
benoit badiashile,chelsea,Premier-League,2024-2025,5,4,0,0.8,4,6,6,2,2,0,12,2
leon bailey,aston villa,Premier-League,2024-2025,2,3,2,0.273,3,5,3,6,0,6,12,0
carlos baleba,brighton,Premier-League,2024-2025,26,37,16,0.6,48,46,46,47,11,36,44,1
ross barkley,aston villa,Premier-League,2024-2025,4,10,0,0.643,9,3,10,9,3,6,5,0
harvey barnes,newcastle utd,Premier-League,2024-2025,4,6,6,0.273,3,9,6,8,2,6,15,1
calvin bassey,fulham,Premier-League,2024-2025,35,19,0,0.71,22,34,20,40,17,23,118,8
altay bayndr,manchester utd,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,9,1
jan bednarek,southampton,Premier-League,2024-2025,23,13,0,0.516,16,19,56,47,36,11,190,5
armel bella kotchap,southampton,Premier-League,2024-2025,5,2,0,0.5,3,5,5,2,2,0,21,1
jeanricner bellegarde,wolves,Premier-League,2024-2025,17,19,3,0.7,14,24,10,19,3,16,18,1
rodrigo bentancur,tottenham,Premier-League,2024-2025,19,17,4,0.475,19,22,40,25,8,17,38,1
daniel bentley,wolves,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
sander berge,fulham,Premier-League,2024-2025,23,23,4,0.6920000000000001,27,30,21,27,8,19,38,1
lucas bergvall,tottenham,Premier-League,2024-2025,14,20,5,0.531,17,19,24,18,8,10,22,3
victor bernth kristiansen,leicester city,Premier-League,2024-2025,56,26,5,0.5379999999999999,49,51,42,38,15,23,75,3
beto,everton,Premier-League,2024-2025,2,8,4,0.625,5,6,4,12,2,10,24,1
philip billing,bournemouth,Premier-League,2024-2025,7,6,1,0.75,3,5,5,3,0,3,2,0
yves bissouma,tottenham,Premier-League,2024-2025,20,25,4,0.5589999999999999,19,31,18,11,6,5,40,4
oscar bobb,manchester city,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
lamare bogarde,aston villa,Premier-League,2024-2025,6,6,2,0.625,10,6,1,5,3,2,13,0
willy boly,nottham forest,Premier-League,2024-2025,5,1,0,1.0,4,1,3,4,2,2,12,0
sven botman,newcastle utd,Premier-League,2024-2025,6,5,1,0.778,7,9,5,5,4,1,25,1
jarrod bowen,west ham,Premier-League,2024-2025,13,12,16,0.475,19,26,16,22,4,18,25,0
conor bradley,liverpool,Premier-League,2024-2025,7,5,2,0.5,11,10,4,9,2,7,31,0
jarrad branthwaite,everton,Premier-League,2024-2025,26,10,0,0.7140000000000001,20,20,27,31,23,8,191,4
james bree,southampton,Premier-League,2024-2025,8,10,1,0.4,10,14,9,10,3,7,29,0
ben brereton,southampton,Premier-League,2024-2025,0,2,1,0.111,1,2,0,2,1,1,4,0
nathan broadhead,ipswich town,Premier-League,2024-2025,3,6,0,0.25,3,4,4,8,1,7,5,0
armando broja,everton,Premier-League,2024-2025,1,1,1,,0,1,1,3,0,3,4,0
david brooks,bournemouth,Premier-League,2024-2025,2,8,4,0.125,2,6,5,18,2,16,9,1
emi buendia,aston villa,Premier-League,2024-2025,3,2,1,0.0,0,6,0,5,1,4,2,0
santiago bueno,wolves,Premier-League,2024-2025,22,18,1,0.773,17,21,15,36,21,15,70,0
facundo buonanotte,leicester city,Premier-League,2024-2025,17,22,14,0.313,21,32,12,34,6,28,14,0
cameron burgess,ipswich town,Premier-League,2024-2025,14,3,0,0.818,9,12,14,20,15,5,128,3
dan burn,newcastle utd,Premier-League,2024-2025,22,15,2,0.556,20,24,27,36,26,10,197,4
wes burns,ipswich town,Premier-League,2024-2025,1,9,3,0.4,4,11,10,7,2,5,13,2
nathan butleroyedeji,arsenal,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
moises caicedo,chelsea,Premier-League,2024-2025,44,54,16,0.628,54,73,49,49,10,39,60,1
tom cairney,fulham,Premier-League,2024-2025,5,2,6,0.5710000000000001,4,5,4,7,1,6,3,1
jens cajuste,ipswich town,Premier-League,2024-2025,19,23,2,0.429,21,22,28,25,10,15,33,2
riccardo calafiori,arsenal,Premier-League,2024-2025,15,10,2,0.621,18,19,9,12,6,6,25,0
dominic calvertlewin,everton,Premier-League,2024-2025,1,4,4,0.3329999999999999,2,7,7,7,2,5,23,0
diego carlos,aston villa,Premier-League,2024-2025,6,1,1,0.667,4,3,5,13,7,6,36,2
fabio carvalho,brentford,Premier-League,2024-2025,4,4,5,0.462,6,9,3,6,1,5,2,0
casemiro,manchester utd,Premier-League,2024-2025,50,23,10,0.608,45,50,14,39,10,29,51,3
kaelan casey,west ham,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
matty cash,aston villa,Premier-League,2024-2025,29,21,6,0.721,31,32,23,22,8,14,70,2
eiran cashin,brighton,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,2,0
timothy castagne,fulham,Premier-League,2024-2025,28,15,3,0.578,26,29,22,15,6,9,83,0
trevoh chalobah,crystal palace,Premier-League,2024-2025,7,12,1,0.522,12,16,19,19,9,10,57,3
trevoh chalobah,chelsea,Premier-League,2024-2025,5,6,0,0.875,7,7,10,6,3,3,48,1
conor chaplin,ipswich town,Premier-League,2024-2025,6,6,3,0.429,6,5,4,8,1,7,3,0
youssef chermiti,everton,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,0,0
federico chiesa,liverpool,Premier-League,2024-2025,0,1,0,0.0,0,0,0,1,0,1,1,1
ben chilwell,crystal palace,Premier-League,2024-2025,4,3,0,0.2,1,6,6,6,2,4,16,0
chiquinho,wolves,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
hamza choudhury,leicester city,Premier-League,2024-2025,1,0,0,0.3329999999999999,1,1,5,4,2,2,2,0
ryan christie,bournemouth,Premier-League,2024-2025,19,27,8,0.422,27,33,30,44,11,33,51,3
harry clarke,ipswich town,Premier-League,2024-2025,3,2,0,0.5,3,3,4,5,4,1,14,3
jack clarke,ipswich town,Premier-League,2024-2025,11,10,11,0.5,17,20,7,9,0,9,29,2
nathaniel clyne,crystal palace,Premier-League,2024-2025,8,3,1,0.545,6,8,3,4,2,2,14,1
conor coady,leicester city,Premier-League,2024-2025,6,6,1,0.5,3,9,13,32,24,8,71,2
seamus coleman,everton,Premier-League,2024-2025,2,1,0,0.75,3,2,1,5,3,2,8,0
nathan collins,brentford,Premier-League,2024-2025,23,12,5,0.611,22,24,34,77,57,20,226,3
toby collyer,manchester utd,Premier-League,2024-2025,6,6,0,0.833,5,9,2,2,1,1,3,0
levi colwill,chelsea,Premier-League,2024-2025,25,19,3,0.667,18,34,33,37,25,12,118,4
lewis cook,bournemouth,Premier-League,2024-2025,41,36,4,0.552,37,42,41,30,11,19,70,0
maxwel cornet,southampton,Premier-League,2024-2025,1,4,0,0.0,0,5,0,0,0,0,2,0
vladimir coufal,west ham,Premier-League,2024-2025,13,7,2,0.455,10,15,8,13,11,2,39,1
woyo coulibaly,leicester city,Premier-League,2024-2025,4,2,0,1.0,2,4,5,3,1,2,1,0
aaron cresswell,west ham,Premier-League,2024-2025,5,5,1,0.818,9,7,8,9,4,5,37,0
marc cucurella,chelsea,Premier-League,2024-2025,31,31,5,0.525,32,45,28,49,16,33,95,3
jorge cuenca,fulham,Premier-League,2024-2025,5,1,0,0.375,3,2,2,4,4,0,26,0
matheus cunha,wolves,Premier-League,2024-2025,17,16,5,0.3329999999999999,13,22,17,21,1,20,23,0
patson daka,leicester city,Premier-League,2024-2025,6,9,4,0.389,7,10,1,7,1,6,12,0
diogo dalot,manchester utd,Premier-League,2024-2025,40,22,6,0.654,34,40,37,22,9,13,72,0
mikkel damsgaard,brentford,Premier-League,2024-2025,27,29,27,0.3829999999999999,31,44,27,40,3,37,31,2
danilo,nottham forest,Premier-League,2024-2025,7,1,0,0.5,3,4,4,2,1,1,3,0
jayden danns,liverpool,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,0,0
kevin danso,tottenham,Premier-League,2024-2025,4,3,0,0.545,6,5,6,15,14,1,71,1
ben davies,tottenham,Premier-League,2024-2025,8,8,1,0.529,9,11,12,28,19,9,81,1
leif davis,ipswich town,Premier-League,2024-2025,33,9,4,0.625,30,27,25,25,8,17,77,3
craig dawson,wolves,Premier-League,2024-2025,8,6,1,0.8,12,3,9,16,11,5,52,1
kevin de bruyne,manchester city,Premier-League,2024-2025,7,5,5,0.217,5,9,7,8,0,8,10,1
bobby de cordovareid,leicester city,Premier-League,2024-2025,3,6,0,0.286,4,4,0,6,1,5,10,0
liam delap,ipswich town,Premier-League,2024-2025,3,3,5,0.133,2,8,2,8,0,8,28,0
sepp van den berg,brentford,Premier-League,2024-2025,25,10,4,0.655,19,24,21,52,38,14,134,3
justin devenny,crystal palace,Premier-League,2024-2025,7,9,1,0.421,8,12,0,6,1,5,11,0
kiernan dewsburyhall,chelsea,Premier-League,2024-2025,1,1,6,0.667,4,5,2,2,0,2,9,1
amad diallo,manchester utd,Premier-League,2024-2025,9,20,9,0.594,19,31,11,15,2,13,19,1
ruben dias,manchester city,Premier-League,2024-2025,7,9,1,0.5379999999999999,7,11,20,23,20,3,71,4
luis diaz,liverpool,Premier-League,2024-2025,13,20,6,0.385,15,26,7,19,0,19,7,1
tyler dibling,southampton,Premier-League,2024-2025,13,18,3,0.615,16,20,8,19,5,14,16,1
lucas digne,aston villa,Premier-League,2024-2025,40,16,9,0.667,44,38,25,23,4,19,89,1
issa diop,fulham,Premier-League,2024-2025,18,8,0,0.722,13,12,9,10,7,3,72,2
axel disasi,aston villa,Premier-League,2024-2025,7,1,0,0.429,3,5,5,4,1,3,18,0
axel disasi,chelsea,Premier-League,2024-2025,5,1,1,0.545,6,4,2,4,1,3,11,1
roman dixon,everton,Premier-League,2024-2025,3,2,0,1.0,4,5,1,1,0,1,3,0
nasser djiga,wolves,Premier-League,2024-2025,0,0,0,0.0,0,0,2,0,0,0,4,1
matt doherty,wolves,Premier-League,2024-2025,25,13,0,0.68,17,21,22,28,15,13,102,3
jeremy doku,manchester city,Premier-League,2024-2025,9,12,10,0.5329999999999999,8,22,4,11,1,10,2,0
nicolas dominguez,nottham forest,Premier-League,2024-2025,40,35,11,0.474,36,45,29,38,12,26,54,1
patrick dorgu,manchester utd,Premier-League,2024-2025,15,14,2,0.696,16,24,4,11,0,11,23,2
alfie dorrington,tottenham,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
abdoulaye doucoure,everton,Premier-League,2024-2025,21,20,7,0.326,14,28,10,31,6,25,20,1
cheick doucoure,crystal palace,Premier-League,2024-2025,6,8,2,0.455,5,8,11,4,0,4,10,1
flynn downes,southampton,Premier-League,2024-2025,23,21,5,0.417,15,25,32,28,9,19,51,4
tommy doyle,wolves,Premier-League,2024-2025,6,3,2,0.4,6,6,5,11,5,6,11,1
radu dragusin,tottenham,Premier-League,2024-2025,8,2,0,0.5,6,6,15,22,16,6,49,4
martin dubravka,newcastle utd,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,3,0
lewis dunk,brighton,Premier-League,2024-2025,8,7,2,0.579,11,10,13,28,18,10,79,2
jader duran,aston villa,Premier-League,2024-2025,1,2,5,0.25,1,7,0,5,0,5,13,0
claudio echeverri,manchester city,Premier-League,2024-2025,0,1,0,1.0,1,0,0,0,0,0,0,0
ederson,manchester city,Premier-League,2024-2025,0,0,0,0.0,0,0,1,0,0,0,11,4
george edmundson,ipswich town,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
odsonne edouard,crystal palace,Premier-League,2024-2025,0,1,0,0.0,0,0,0,1,0,1,1,0
odsonne edouard,leicester city,Premier-League,2024-2025,1,0,0,,0,1,0,0,0,0,1,0
samuel edozie,southampton,Premier-League,2024-2025,0,1,2,1.0,2,1,0,0,0,0,0,0
ronnie edwards,southampton,Premier-League,2024-2025,0,0,0,,0,0,0,1,1,0,0,0
anthony elanga,nottham forest,Premier-League,2024-2025,8,8,3,0.294,5,14,6,11,1,10,25,0
harvey elliott,liverpool,Premier-League,2024-2025,3,1,1,0.25,2,3,1,7,2,5,3,1
yunus emre konak,brentford,Premier-League,2024-2025,0,4,0,0.5,1,4,0,2,0,2,0,0
julio enciso,ipswich town,Premier-League,2024-2025,3,6,3,0.364,4,9,1,8,1,7,6,0
julio enciso,brighton,Premier-League,2024-2025,0,0,0,0.0,0,0,0,2,0,2,1,0
wataru endo,liverpool,Premier-League,2024-2025,7,5,0,0.6,6,8,6,8,1,7,9,0
christian eriksen,manchester utd,Premier-League,2024-2025,4,12,3,0.407,11,9,7,15,5,10,8,0
romain esse,crystal palace,Premier-League,2024-2025,4,3,2,1.0,5,6,1,2,0,2,2,0
pervis estupinan,brighton,Premier-League,2024-2025,33,25,7,0.667,34,43,37,20,5,15,65,2
evanilson,bournemouth,Premier-League,2024-2025,6,5,5,0.667,8,10,1,11,2,9,21,0
jake evans,leicester city,Premier-League,2024-2025,0,0,1,0.0,0,1,0,0,0,0,1,0
jonny evans,manchester utd,Premier-League,2024-2025,4,4,0,0.5,3,6,5,3,2,1,15,0
eberechi eze,crystal palace,Premier-League,2024-2025,14,16,9,0.472,17,22,11,27,0,27,10,3
ukasz fabianski,west ham,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,5,1
wout faes,leicester city,Premier-League,2024-2025,26,14,2,0.521,25,26,26,48,35,13,185,4
abdul fatawu issahaku,leicester city,Premier-League,2024-2025,13,2,6,0.579,11,15,4,7,0,7,12,0
joao felix,chelsea,Premier-League,2024-2025,2,5,1,0.556,5,3,3,2,0,2,2,0
evan ferguson,west ham,Premier-League,2024-2025,0,1,2,,0,1,1,2,1,1,1,0
evan ferguson,brighton,Premier-League,2024-2025,0,3,1,0.4,2,3,0,3,1,2,4,0
bruno fernandes,manchester utd,Premier-League,2024-2025,27,38,19,0.4,34,50,26,35,6,29,35,3
mateus fernandes,southampton,Premier-League,2024-2025,45,28,16,0.4579999999999999,33,48,28,43,8,35,35,7
enzo fernandez,chelsea,Premier-League,2024-2025,17,30,18,0.369,31,33,13,43,7,36,23,4
mark flekken,brentford,Premier-League,2024-2025,4,0,0,0.3329999999999999,3,4,0,2,0,2,26,4
phil foden,manchester city,Premier-League,2024-2025,5,4,4,0.389,7,5,9,13,1,12,7,1
wesley fofana,chelsea,Premier-League,2024-2025,6,7,0,0.429,6,12,14,14,9,5,55,2
carlos forbs,wolves,Premier-League,2024-2025,5,2,1,0.667,4,5,1,3,0,3,2,1
fraser forster,tottenham,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,7,3
matheus franca,crystal palace,Premier-League,2024-2025,0,2,0,,0,0,1,1,1,0,1,0
ryan fraser,southampton,Premier-League,2024-2025,2,4,0,0.667,4,2,1,1,1,0,9,0
tyler fredricson,manchester utd,Premier-League,2024-2025,3,2,0,0.5,1,3,1,2,0,2,11,0
niclas fullkrug,west ham,Premier-League,2024-2025,0,1,3,0.75,3,3,1,1,0,1,16,0
cody gakpo,liverpool,Premier-League,2024-2025,6,13,9,0.52,13,16,12,23,3,20,19,1
idrissa gana gueye,everton,Premier-League,2024-2025,61,55,17,0.586,58,80,48,48,9,39,36,1
andres garcia,aston villa,Premier-League,2024-2025,5,3,1,0.5,4,5,2,2,0,2,10,2
alejandro garnacho,manchester utd,Premier-League,2024-2025,11,6,13,0.324,12,18,13,19,0,19,11,2
james garner,everton,Premier-League,2024-2025,25,20,2,0.585,24,31,23,20,4,16,37,0
tyrique george,chelsea,Premier-League,2024-2025,2,0,0,0.667,2,0,2,1,0,1,1,0
morgan gibbswhite,nottham forest,Premier-League,2024-2025,14,23,6,0.515,17,22,23,18,5,13,29,1
billy gilmour,brighton,Premier-League,2024-2025,2,1,0,0.75,3,3,0,1,0,1,1,0
ben godfrey,ipswich town,Premier-League,2024-2025,1,0,0,1.0,1,0,2,1,1,0,3,0
martial godo,fulham,Premier-League,2024-2025,0,0,0,,0,0,1,1,0,1,0,0
michael golding,leicester city,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
joao gomes,wolves,Premier-League,2024-2025,55,53,8,0.436,48,71,25,42,4,38,33,0
rodrigo gomes,wolves,Premier-League,2024-2025,14,9,0,0.5710000000000001,12,15,7,8,1,7,20,1
toti gomes,wolves,Premier-League,2024-2025,42,15,4,0.804,37,43,25,29,17,12,152,5
diego gomez,brighton,Premier-League,2024-2025,11,8,2,0.545,12,13,8,13,0,13,10,1
joe gomez,liverpool,Premier-League,2024-2025,5,7,1,0.688,11,10,7,9,6,3,20,2
nicolas gonzalez,manchester city,Premier-League,2024-2025,5,7,4,0.545,6,6,8,9,0,9,21,0
anthony gordon,newcastle utd,Premier-League,2024-2025,9,18,5,0.324,12,18,7,25,2,23,9,3
ryan gravenberch,liverpool,Premier-League,2024-2025,27,29,13,0.5710000000000001,32,35,60,35,10,25,59,2
archie gray,tottenham,Premier-League,2024-2025,4,8,4,0.412,7,8,19,22,11,11,50,2
jack grealish,manchester city,Premier-League,2024-2025,4,2,3,0.4,2,5,2,12,2,10,6,1
jacob greaves,ipswich town,Premier-League,2024-2025,20,17,3,0.629,22,21,21,41,26,15,148,3
brajan gruda,brighton,Premier-League,2024-2025,6,6,4,0.5,7,8,2,8,0,8,5,1
albert grnbaek,southampton,Premier-League,2024-2025,1,1,2,0.3,3,1,0,1,1,0,1,0
goncalo guedes,wolves,Premier-League,2024-2025,2,6,8,0.25,4,5,5,11,0,11,4,0
marc guehi,crystal palace,Premier-League,2024-2025,36,23,2,0.66,31,34,28,55,23,32,163,2
luis guilherme,west ham,Premier-League,2024-2025,1,0,0,0.0,0,0,3,7,0,7,2,0
bruno guimaraes,newcastle utd,Premier-League,2024-2025,41,30,12,0.478,33,47,29,36,10,26,44,5
marc guiu,chelsea,Premier-League,2024-2025,0,1,0,1.0,1,1,0,0,0,0,0,0
ilkay gundogan,manchester city,Premier-League,2024-2025,5,15,5,0.417,10,13,13,15,0,15,23,0
malo gusto,chelsea,Premier-League,2024-2025,27,15,3,0.521,25,29,24,29,8,21,49,5
josko gvardiol,manchester city,Premier-League,2024-2025,25,21,12,0.525,21,39,44,42,20,22,122,8
erling haaland,manchester city,Premier-League,2024-2025,3,3,5,0.375,3,6,5,12,1,11,23,0
lewis hall,newcastle utd,Premier-League,2024-2025,28,22,8,0.541,40,41,18,33,18,15,75,3
ali al hamadi,ipswich town,Premier-League,2024-2025,0,0,1,0.0,0,0,0,0,0,0,2,0
marcus harness,ipswich town,Premier-League,2024-2025,0,0,1,0.0,0,0,0,2,1,1,1,0
jack harrison,everton,Premier-League,2024-2025,12,12,8,0.326,15,22,10,18,2,16,35,2
taylor harwoodbellis,southampton,Premier-League,2024-2025,13,12,3,0.5429999999999999,19,20,30,65,43,22,141,6
kai havertz,arsenal,Premier-League,2024-2025,3,6,7,0.267,4,9,6,23,4,19,33,1
ayden heaven,manchester utd,Premier-League,2024-2025,1,3,0,1.0,2,3,4,2,2,0,9,0
jan paul van hecke,brighton,Premier-League,2024-2025,24,19,2,0.561,23,29,24,37,22,15,142,2
hwang heechan,wolves,Premier-League,2024-2025,2,1,3,0.3329999999999999,2,4,2,9,0,9,11,0
dean henderson,crystal palace,Premier-League,2024-2025,2,0,0,0.3329999999999999,2,1,0,0,0,0,22,0
rico henry,brentford,Premier-League,2024-2025,1,0,1,0.0,0,2,1,4,1,3,2,0
mads hermansen,leicester city,Premier-League,2024-2025,1,0,0,1.0,1,1,0,1,0,1,13,4
son heungmin,tottenham,Premier-League,2024-2025,3,8,6,0.185,5,9,5,11,0,11,17,1
james hill,bournemouth,Premier-League,2024-2025,6,6,3,0.273,3,8,9,5,0,5,31,0
jack hinshelwood,brighton,Premier-League,2024-2025,8,10,9,0.407,11,19,16,10,3,7,37,1
george hirst,ipswich town,Premier-League,2024-2025,1,0,2,0.25,1,3,2,1,1,0,10,0
mason holgate,everton,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
harry howell,brighton,Premier-League,2024-2025,1,0,0,0.5,1,1,0,1,0,1,0,0
callum hudsonodoi,nottham forest,Premier-League,2024-2025,8,8,6,0.667,12,14,13,11,0,11,12,1
will hughes,crystal palace,Premier-League,2024-2025,20,33,13,0.452,28,36,22,31,14,17,28,3
dean huijsen,bournemouth,Premier-League,2024-2025,19,16,1,0.621,18,26,51,40,29,11,198,4
omari hutchinson,ipswich town,Premier-League,2024-2025,14,10,8,0.271,13,13,11,27,2,25,15,1
rasmus hjlund,manchester utd,Premier-League,2024-2025,0,2,1,0.0,0,1,2,6,0,6,6,0
igor,brighton,Premier-League,2024-2025,2,2,1,0.4,4,5,4,24,14,10,39,1
danny ings,west ham,Premier-League,2024-2025,2,2,0,0.3329999999999999,1,2,1,5,0,5,4,0
tim iroegbunam,everton,Premier-League,2024-2025,14,10,5,0.609,14,14,16,18,4,14,12,1
andy irving,west ham,Premier-League,2024-2025,3,3,1,0.2,1,4,1,5,1,4,5,0
alexander isak,newcastle utd,Premier-League,2024-2025,2,3,7,0.3329999999999999,5,5,3,18,2,16,17,1
alex iwobi,fulham,Premier-League,2024-2025,14,21,9,0.647,22,25,14,26,1,25,29,1
nicolas jackson,chelsea,Premier-League,2024-2025,6,7,9,0.5,5,13,3,15,2,13,15,0
reece james,chelsea,Premier-League,2024-2025,6,3,1,0.3329999999999999,3,9,13,14,6,8,23,4
vitaly janelt,brentford,Premier-League,2024-2025,14,13,11,0.583,21,22,27,33,9,24,53,1
vitezslav jaros,liverpool,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
daniel jebbison,bournemouth,Premier-League,2024-2025,3,2,0,0.667,4,3,1,2,1,1,1,0
mathias jensen,brentford,Premier-League,2024-2025,6,6,2,0.5,8,10,8,15,4,11,13,2
gabriel jesus,arsenal,Premier-League,2024-2025,4,3,3,0.444,4,6,4,10,1,9,8,0
raul jimenez,fulham,Premier-League,2024-2025,9,17,9,0.364,8,24,10,21,5,16,23,3
kim jisoo,brentford,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
joao pedro,brighton,Premier-League,2024-2025,6,6,4,0.364,4,12,9,12,0,12,12,0
joelinton,newcastle utd,Premier-League,2024-2025,23,23,11,0.568,25,35,23,37,7,30,47,2
ben johnson,ipswich town,Premier-League,2024-2025,23,12,3,0.488,20,22,13,22,5,17,54,1
brennan johnson,tottenham,Premier-League,2024-2025,9,20,10,0.471,16,26,4,25,3,22,14,0
sam johnstone,wolves,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,7,0
curtis jones,liverpool,Premier-League,2024-2025,6,23,10,0.63,17,22,7,22,9,13,10,3
jorginho,arsenal,Premier-League,2024-2025,1,7,4,0.4,8,4,7,3,0,3,2,2
diogo jota,liverpool,Premier-League,2024-2025,2,8,4,0.368,7,8,8,9,0,9,6,0
james justin,leicester city,Premier-League,2024-2025,29,23,6,0.5820000000000001,32,37,46,48,17,31,141,3
filip jrgensen,chelsea,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,3
ferdi kadioglu,brighton,Premier-League,2024-2025,4,5,1,0.4,6,6,8,2,2,0,17,0
daichi kamada,crystal palace,Premier-League,2024-2025,19,24,4,0.341,14,29,18,22,5,17,14,0
boubacar kamara,aston villa,Premier-League,2024-2025,28,18,4,0.518,29,21,19,19,7,12,51,3
joachim kayi sanda,southampton,Premier-League,2024-2025,0,0,0,,0,0,2,0,0,0,0,0
michael kayode,brentford,Premier-League,2024-2025,12,5,0,0.6920000000000001,9,11,7,3,0,3,19,0
michael keane,everton,Premier-League,2024-2025,8,2,2,0.5329999999999999,8,9,16,14,10,4,65,2
caoimhin kelleher,liverpool,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,2
lloyd kelly,newcastle utd,Premier-League,2024-2025,4,1,0,1.0,1,4,1,6,4,2,17,0
milos kerkez,bournemouth,Premier-League,2024-2025,25,20,7,0.632,24,26,45,38,11,27,106,4
bilal el khannouss,leicester city,Premier-League,2024-2025,16,29,5,0.531,17,30,6,22,4,18,10,3
abdukodir khusanov,manchester city,Premier-League,2024-2025,4,1,0,0.667,2,4,3,5,4,1,29,1
max kilman,west ham,Premier-League,2024-2025,16,20,3,0.852,23,24,38,58,40,18,212,6
joshua king,fulham,Premier-League,2024-2025,3,4,0,0.0,0,5,1,3,0,3,1,0
tom king,wolves,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
antonin kinsky,tottenham,Premier-League,2024-2025,3,0,0,1.0,1,1,0,0,0,0,9,1
jakub kiwior,arsenal,Premier-League,2024-2025,13,7,2,0.733,11,8,6,13,8,5,58,3
justin kluivert,bournemouth,Premier-League,2024-2025,4,11,8,0.182,4,11,14,24,0,24,24,1
ibrahima konate,liverpool,Premier-League,2024-2025,25,13,2,0.7140000000000001,25,26,17,29,15,14,133,3
ezri konsa,aston villa,Premier-League,2024-2025,20,10,4,0.8,20,18,24,20,11,9,114,4
mateo kovacic,manchester city,Premier-League,2024-2025,23,38,8,0.477,31,38,24,20,0,20,21,1
caleb kporha,crystal palace,Premier-League,2024-2025,2,0,0,1.0,2,1,0,0,0,0,1,0
emil krafth,newcastle utd,Premier-League,2024-2025,2,1,1,0.667,2,2,2,5,4,1,16,0
mohammed kudus,west ham,Premier-League,2024-2025,9,18,11,0.37,10,23,4,24,1,23,8,2
dejan kulusevski,tottenham,Premier-League,2024-2025,17,13,15,0.373,19,23,13,34,5,29,10,1
maxence lacroix,crystal palace,Premier-League,2024-2025,52,15,1,0.6809999999999999,32,41,54,48,22,26,207,2
adam lallana,southampton,Premier-League,2024-2025,4,4,0,0.1669999999999999,2,5,5,4,1,3,5,0
tariq lamptey,brighton,Premier-League,2024-2025,8,9,0,0.36,9,11,7,15,7,8,23,1
will lankshear,tottenham,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
