Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
stanko juric,Valladolid,423,505,65,10,981,10,60.0,4,40.0,789,6,2,21,14,2024-2025,laliga
willy kambwala,Villarreal,431,262,17,6,706,5,100.0,0,0.0,846,2,1,9,5,2024-2025,laliga
abdoulaye keita,Getafe,10,19,12,1,41,3,33.3,2,66.7,24,0,0,3,3,2024-2025,laliga
kenedy,Valladolid,0,1,4,2,5,1,0.0,1,100.0,4,0,0,0,1,2024-2025,laliga
kike,Alavés,70,404,433,120,891,35,37.1,20,57.1,739,18,10,98,42,2024-2025,laliga
koke,Atlético Madrid,455,1075,313,10,1829,22,40.9,11,50.0,2255,21,0,15,8,2024-2025,laliga
jules kounde,Barcelona,567,1194,706,79,2453,50,44.0,27,54.0,2501,42,7,41,13,2024-2025,laliga
alex kral,Espanyol,278,646,253,45,1155,55,52.7,21,38.2,1902,33,7,52,29,2024-2025,laliga
ladislav krejci,Girona,1089,1175,106,28,2351,12,58.3,4,33.3,5129,18,1,15,8,2024-2025,laliga
takefusa kubo,Real Sociedad,126,537,703,118,1341,157,47.8,66,42.0,3647,63,57,89,48,2024-2025,laliga
marash kumbulla,Espanyol,1149,653,51,24,1845,8,50.0,2,25.0,2892,11,0,14,1,2024-2025,laliga
luca de la torre,Celta Vigo,0,8,0,0,8,1,0.0,1,100.0,24,0,0,0,0,2024-2025,laliga
yoel lago,Celta Vigo,274,205,10,2,487,5,60.0,1,20.0,776,3,0,5,1,2024-2025,laliga
cyle larin,Mallorca,55,266,247,72,560,30,26.7,20,66.7,550,18,9,72,58,2024-2025,laliga
juanmi latasa,Valladolid,28,202,163,74,390,15,53.3,6,40.0,126,3,0,31,18,2024-2025,laliga
toni lato,Mallorca,121,159,119,3,396,4,0.0,4,100.0,434,9,1,6,2,2024-2025,laliga
robin le normand,Atlético Madrid,805,677,44,19,1523,4,50.0,2,50.0,2052,7,0,14,6,2024-2025,laliga
florian lejeune,Rayo Vallecano,1336,1051,111,38,2486,6,66.7,1,16.7,4056,13,1,17,4,2024-2025,laliga
inigo lekue,Athletic Club,157,258,108,4,521,14,42.9,8,57.1,515,6,1,5,5,2024-2025,laliga
thomas lemar,Atlético Madrid,8,33,37,1,78,3,0.0,2,66.7,54,4,0,1,1,2024-2025,laliga
clement lenglet,Atlético Madrid,834,695,58,17,1583,3,100.0,0,0.0,3593,16,0,8,3,2024-2025,laliga
robert lewandowski,Barcelona,59,314,475,179,837,35,57.1,13,37.1,589,11,16,75,45,2024-2025,laliga
samuel lino,Atlético Madrid,203,420,429,75,1038,56,48.2,26,46.4,2274,49,25,31,18,2024-2025,laliga
javier llabres,Mallorca,6,9,14,0,29,0,,0,,69,2,0,1,2,2024-2025,laliga
diego llorente,Betis,1048,825,48,22,1915,9,66.7,2,22.2,3118,8,1,11,4,2024-2025,laliga
marcos llorente,Atlético Madrid,546,791,487,58,1808,30,46.7,13,43.3,3070,51,15,29,9,2024-2025,laliga
giovani lo celso,Betis,114,558,506,53,1164,55,38.2,27,49.1,1450,31,9,38,31,2024-2025,laliga
enzo loiodice,Las Palmas,98,359,77,4,532,13,30.8,8,61.5,432,6,1,11,12,2024-2025,laliga
david lopez,Mallorca,38,30,3,0,71,0,,0,,86,1,0,1,0,2024-2025,laliga
david lopez,Girona,1059,1133,76,17,2263,9,66.7,2,22.2,4714,20,0,11,7,2024-2025,laliga
diego lopez,Valencia,132,510,634,100,1257,77,29.9,51,66.2,2026,51,24,71,27,2024-2025,laliga
fer lopez,Celta Vigo,37,162,174,32,365,34,52.9,13,38.2,867,20,7,33,20,2024-2025,laliga
fermin lopez,Barcelona,58,366,441,59,858,55,45.5,26,47.3,1137,22,12,36,16,2024-2025,laliga
javi lopez,Real Sociedad,379,567,316,12,1247,39,46.2,18,46.2,1360,29,4,24,22,2024-2025,laliga
pau lopez,Girona,26,0,0,0,26,0,,0,,31,0,0,0,0,2024-2025,laliga
roberto lopez,Leganés,42,130,72,2,242,4,50.0,2,50.0,243,3,0,6,5,2024-2025,laliga
unai lopez,Rayo Vallecano,327,813,281,20,1410,23,65.2,4,17.4,1458,23,3,24,19,2024-2025,laliga
iker losada,Celta Vigo,21,78,66,15,162,5,40.0,3,60.0,280,5,4,9,3,2024-2025,laliga
iker losada,Betis,30,73,80,6,180,6,33.3,4,66.7,294,6,1,6,5,2024-2025,laliga
pol lozano,Espanyol,288,594,157,1,1026,19,26.3,12,63.2,1302,12,0,18,15,2024-2025,laliga
jose luis gaya,Valencia,346,500,362,18,1202,20,35.0,11,55.0,1236,27,4,16,4,2024-2025,laliga
dodi lukebakio,Sevilla,147,552,818,145,1493,167,50.3,75,44.9,3565,83,65,117,57,2024-2025,laliga
daniel luna,Mallorca,0,5,12,1,17,3,33.3,1,33.3,15,0,1,0,0,2024-2025,laliga
andriy lunin,Real Madrid,208,1,0,0,209,0,,0,,212,0,0,0,0,2024-2025,laliga
darwin machis,Valladolid,57,143,137,6,334,20,25.0,12,60.0,588,15,1,5,4,2024-2025,laliga
pablo maffeo,Mallorca,442,558,416,20,1389,85,47.1,34,40.0,1777,44,7,46,32,2024-2025,laliga
jon magunazelaia,Real Sociedad,5,9,4,0,16,0,,0,,9,0,0,0,0,2024-2025,laliga
giorgi mamardashvili,Valencia,1155,8,0,0,1163,0,,0,,1452,0,0,0,0,2024-2025,laliga
reinildo mandava,Atlético Madrid,290,326,103,8,717,18,22.2,9,50.0,853,15,2,8,4,2024-2025,laliga
javier manquillo,Celta Vigo,161,222,31,1,413,1,0.0,1,100.0,454,5,1,1,0,2024-2025,laliga
marcao,Sevilla,234,143,6,3,382,5,40.0,1,20.0,415,0,0,4,3,2024-2025,laliga
oscar de marcos,Athletic Club,303,573,288,16,1158,17,23.5,11,64.7,1036,24,2,11,7,2024-2025,laliga
alberto mari,Valencia,0,3,1,0,4,0,,0,,10,0,0,0,0,2024-2025,laliga
jose maria gimenez,Atlético Madrid,822,735,30,11,1582,3,66.7,1,33.3,2336,2,0,6,3,2024-2025,laliga
arkaitz mariezkurrena,Real Sociedad,22,38,46,8,105,5,60.0,2,40.0,100,1,1,9,6,2024-2025,laliga
pablo marin,Real Sociedad,101,348,202,24,641,35,57.1,13,37.1,753,20,6,40,17,2024-2025,laliga
mika marmol,Las Palmas,681,890,257,16,1820,15,46.7,8,53.3,2342,26,1,15,5,2024-2025,laliga
mario maroto,Valladolid,9,29,11,1,49,1,100.0,0,0.0,18,2,0,1,0,2024-2025,laliga
unai marrero,Real Sociedad,66,0,0,0,66,0,,0,,48,0,0,0,0,2024-2025,laliga
carlos martin,Alavés,117,265,236,40,612,36,25.0,26,72.2,507,11,4,32,19,2024-2025,laliga
diego martin,Las Palmas,3,7,9,1,19,0,,0,,24,0,0,0,0,2024-2025,laliga
gerard martin,Barcelona,203,384,326,19,909,11,36.4,7,63.6,720,12,1,7,4,2024-2025,laliga
ivan martin,Girona,285,902,412,18,1577,47,53.2,16,34.0,3039,55,1,43,27,2024-2025,laliga
jon martin,Real Sociedad,381,278,20,13,677,0,,0,,1034,1,0,8,0,2024-2025,laliga
mario martin,Valladolid,349,582,164,25,1083,38,50.0,15,39.5,1352,16,2,37,23,2024-2025,laliga
arnau martinez,Girona,625,1009,488,55,2108,37,54.1,14,37.8,2704,31,5,25,14,2024-2025,laliga
inigo martinez,Barcelona,875,1629,156,26,2652,3,100.0,0,0.0,7336,53,0,11,3,2024-2025,laliga
javi martinez,Osasuna,2,8,0,0,10,0,,0,,2,0,0,0,0,2024-2025,laliga
ramon martinez,Sevilla,83,75,9,3,167,1,100.0,0,0.0,204,1,0,1,1,2024-2025,laliga
toni martinez,Alavés,34,171,203,70,401,15,60.0,5,33.3,270,9,7,41,11,2024-2025,laliga
javi marton,Athletic Club,1,8,5,0,14,0,,0,,1,0,0,5,0,2024-2025,laliga
marvin,Las Palmas,166,292,207,19,658,18,11.1,14,77.8,879,20,1,26,8,2024-2025,laliga
omar mascarell,Mallorca,374,719,107,10,1189,15,66.7,4,26.7,1063,13,1,11,9,2024-2025,laliga
jaime mata,Las Palmas,20,135,116,38,270,9,55.6,3,33.3,158,3,2,17,3,2024-2025,laliga
borja mayoral,Getafe,27,174,171,40,365,20,30.0,10,50.0,321,9,8,23,20,2024-2025,laliga
kylian mbappe,Real Madrid,35,439,1114,320,1563,187,44.4,91,48.7,3808,95,96,84,49,2024-2025,laliga
oliver mcburnie,Las Palmas,57,307,247,93,605,34,47.1,18,52.9,233,4,7,38,21,2024-2025,laliga
scott mckenna,Las Palmas,1035,661,54,23,1745,3,100.0,0,0.0,2131,10,2,8,4,2024-2025,laliga
mateo mejia,Sevilla,0,1,1,0,2,1,0.0,0,0.0,0,0,0,0,0,2024-2025,laliga
arthur melo,Girona,174,488,150,2,806,14,57.1,3,21.4,1684,18,0,10,9,2024-2025,laliga
brais mendez,Real Sociedad,129,527,369,58,1020,50,28.0,31,62.0,1127,17,8,37,34,2024-2025,laliga
ferland mendy,Real Madrid,188,408,149,4,739,6,50.0,3,50.0,717,10,1,10,9,2024-2025,laliga
nobel mendy,Betis,43,28,0,0,71,0,,0,,68,0,0,1,0,2024-2025,laliga
victor meseguer,Valladolid,59,124,51,11,234,4,25.0,3,75.0,151,1,0,7,3,2024-2025,laliga
miguel,Leganés,51,205,222,60,470,36,22.2,25,69.4,343,17,9,72,26,2024-2025,laliga
eder militao,Real Madrid,395,395,33,13,819,8,62.5,3,37.5,1593,7,0,6,3,2024-2025,laliga
luis milla,Getafe,251,1049,524,20,1801,39,53.8,14,35.9,2139,37,4,46,17,2024-2025,laliga
pere milla,Espanyol,44,107,91,17,239,7,28.6,4,57.1,239,5,4,16,6,2024-2025,laliga
oscar mingueza,Celta Vigo,598,1123,759,42,2460,60,41.7,31,51.7,3345,62,12,41,14,2024-2025,laliga
kim minsu,Girona,0,8,10,0,18,2,0.0,2,100.0,9,0,0,3,1,2024-2025,laliga
bojan miovski,Girona,20,73,89,29,182,7,42.9,2,28.6,83,1,4,17,6,2024-2025,laliga
rafa mir,Valencia,48,137,111,27,294,14,14.3,11,78.6,266,7,0,12,8,2024-2025,laliga
luka modric,Real Madrid,315,1170,659,26,2124,24,58.3,9,37.5,3491,58,13,23,13,2024-2025,laliga
johan mojica,Mallorca,593,818,569,18,1949,89,37.1,48,53.9,2228,53,5,52,27,2024-2025,laliga
alberto moleiro,Las Palmas,153,682,607,102,1416,150,42.7,78,52.0,3126,71,28,76,48,2024-2025,laliga
nahuel molina,Atlético Madrid,420,606,349,24,1366,30,50.0,13,43.3,1971,28,4,21,3,2024-2025,laliga
jon moncayola,Osasuna,215,635,356,33,1198,12,33.3,7,58.3,1070,15,6,24,8,2024-2025,laliga
gonzalo montiel,Sevilla,41,42,16,2,99,1,0.0,0,0.0,90,0,0,2,0,2024-2025,laliga
gerard moreno,Villarreal,30,183,195,48,401,31,58.1,13,41.9,601,14,9,17,9,2024-2025,laliga
xavier moreno,Valladolid,5,7,6,2,17,1,0.0,1,100.0,27,1,0,0,1,2024-2025,laliga
mateu morey,Mallorca,177,227,101,7,502,17,52.9,6,35.3,581,8,6,8,10,2024-2025,laliga
ilaix moriba,Celta Vigo,218,740,364,39,1305,49,30.6,21,42.9,1535,36,9,51,25,2024-2025,laliga
manu morlanes,Mallorca,172,519,163,8,845,8,37.5,5,62.5,1125,23,0,8,10,2024-2025,laliga
raul moro,Valladolid,124,389,559,108,1050,132,43.2,67,50.8,2999,69,60,47,11,2024-2025,laliga
cristhian mosquera,Valencia,1159,1144,74,7,2367,9,55.6,4,44.4,4283,11,0,18,10,2024-2025,laliga
santiago mourino,Alavés,465,442,57,14,952,11,36.4,5,45.5,1513,15,0,7,11,2024-2025,laliga
abdul mumin,Rayo Vallecano,874,447,39,13,1351,10,50.0,4,40.0,1525,5,2,16,5,2024-2025,laliga
aihen munoz,Real Sociedad,245,349,173,4,763,12,58.3,4,33.3,703,16,3,10,3,2024-2025,laliga
alex munoz,Las Palmas,392,418,169,19,974,9,22.2,6,66.7,1027,8,1,10,1,2024-2025,laliga
iker munoz,Osasuna,56,235,75,7,365,4,50.0,2,50.0,314,3,0,6,4,2024-2025,laliga
javier munoz,Las Palmas,272,814,342,32,1411,36,58.3,13,36.1,1599,29,7,29,15,2024-2025,laliga
victor munoz,Real Madrid,1,0,16,4,17,2,0.0,2,100.0,40,1,2,1,1,2024-2025,laliga
vedat muriqi,Mallorca,75,358,307,114,730,26,34.6,15,57.7,476,12,10,55,26,2024-2025,laliga
juan musso,Atlético Madrid,61,0,0,0,61,0,,0,,157,0,0,0,0,2024-2025,laliga
matija nastasic,Leganés,638,476,15,7,1128,1,100.0,0,0.0,1051,1,0,5,0,2024-2025,laliga
natan,Betis,813,671,42,19,1514,3,66.7,0,0.0,2750,5,0,15,8,2024-2025,laliga
pau navarro,Villarreal,283,323,66,2,668,7,42.9,4,57.1,568,3,0,4,4,2024-2025,laliga
roberto navarro,Mallorca,112,316,278,42,683,67,52.2,21,31.3,1409,46,10,47,34,2024-2025,laliga
jesus navas,Sevilla,40,124,131,5,295,6,66.7,2,33.3,453,7,1,5,4,2024-2025,laliga
yvan neyou,Leganés,325,878,194,9,1379,42,45.2,17,40.5,1480,26,1,28,21,2024-2025,laliga
tanguy nianzou,Sevilla,205,162,11,6,376,3,100.0,0,0.0,408,3,0,3,0,2024-2025,laliga
saul niguez,Sevilla,206,482,226,49,904,28,42.9,13,46.4,829,15,3,26,13,2024-2025,laliga
tamas nikitscher,Valladolid,143,233,31,6,401,7,71.4,1,14.3,400,5,0,6,9,2024-2025,laliga
adrian nino,Atlético Madrid,0,0,2,2,2,0,,0,,0,0,0,0,0,2024-2025,laliga
hugo novoa,Alavés,27,42,33,1,100,10,30.0,6,60.0,191,3,0,6,2,2024-2025,laliga
randy nteka,Rayo Vallecano,45,148,175,40,366,15,33.3,8,53.3,202,3,5,32,17,2024-2025,laliga
unai nunez,Athletic Club,199,216,3,2,415,3,66.7,0,0.0,554,0,0,6,0,2024-2025,laliga
rjan nyland,Sevilla,1057,11,0,0,1068,0,,0,,1535,0,0,0,0,2024-2025,laliga
allan nyom,Getafe,118,217,110,15,443,9,44.4,5,55.6,381,9,0,16,4,2024-2025,laliga
jan oblak,Atlético Madrid,1004,1,0,0,1005,2,100.0,0,0.0,1581,0,0,1,0,2024-2025,laliga
lucas ocampos,Sevilla,11,60,45,5,115,8,25.0,5,62.5,183,4,0,5,3,2024-2025,laliga
alvaro odriozola,Real Sociedad,11,15,10,0,35,0,,0,,42,1,0,3,1,2024-2025,laliga
thiago ojeda,Villarreal,2,5,4,0,11,0,,0,,34,1,0,1,0,2024-2025,laliga
aingeru olabarrieta,Athletic Club,2,11,13,0,25,4,25.0,3,75.0,59,2,0,0,1,2024-2025,laliga
olasagasti,Real Sociedad,71,294,153,20,512,13,23.1,8,61.5,534,16,2,11,4,2024-2025,laliga
brian olivan,Espanyol,157,233,151,8,540,4,25.0,3,75.0,723,10,0,10,1,2024-2025,laliga
lucas oliveira rosa,Valladolid,411,461,219,21,1076,31,45.2,13,41.9,1460,24,5,29,11,2024-2025,laliga
dani olmo,Barcelona,64,351,390,77,795,45,51.1,17,37.8,1363,35,7,35,26,2024-2025,laliga
aimar oroz,Osasuna,174,682,607,73,1431,101,48.5,42,41.6,2730,73,17,58,55,2024-2025,laliga
angel ortiz,Betis,96,114,64,7,272,8,50.0,4,50.0,375,3,1,7,2,2024-2025,laliga
gabriel osei misehouy,Girona,5,61,64,7,128,11,63.6,4,36.4,228,5,0,7,7,2024-2025,laliga
david otorbi,Valencia,0,4,2,0,6,2,0.0,0,0.0,13,0,0,1,0,2024-2025,laliga
jesus owono,Alavés,173,0,0,0,173,1,100.0,0,0.0,281,0,0,0,0,2024-2025,laliga
mikel oyarzabal,Real Sociedad,59,348,326,107,725,20,45.0,9,45.0,772,18,16,63,30,2024-2025,laliga
cenk ozkacar,Valladolid,313,187,8,6,507,0,,0,,624,2,0,4,1,2024-2025,laliga
jon pacheco,Real Sociedad,281,299,9,5,585,2,50.0,1,50.0,1242,3,1,4,0,2024-2025,laliga
alex padilla,Athletic Club,131,3,0,0,134,0,,0,,239,0,0,0,0,2024-2025,laliga
isaac palazon camacho,Rayo Vallecano,120,592,583,43,1285,66,37.9,34,51.5,1317,29,7,54,43,2024-2025,laliga
aitor paredes,Athletic Club,623,519,15,11,1154,1,0.0,1,100.0,1615,3,0,7,1,2024-2025,laliga
daniel parejo,Villarreal,451,989,302,12,1730,12,66.7,3,25.0,1638,29,0,17,13,2024-2025,laliga
iago parente,Valladolid,20,19,1,0,40,0,,0,,61,0,0,0,0,2024-2025,laliga
alvaro pascual,Sevilla,18,47,70,20,132,2,50.0,1,50.0,79,3,3,22,5,2024-2025,laliga
alfonso pedraza,Villarreal,91,90,96,16,274,19,47.4,9,47.4,586,12,6,5,2,2024-2025,laliga
pedri,Barcelona,279,1824,988,50,3060,61,65.6,20,32.8,5463,103,8,48,35,2024-2025,laliga
adria pedrosa,Sevilla,533,634,373,21,1526,37,45.9,18,48.6,1832,49,6,37,15,2024-2025,laliga
pejino,Las Palmas,2,3,4,0,9,0,,0,,17,0,0,1,0,2024-2025,laliga
andy pelmard,Las Palmas,50,77,25,0,152,2,50.0,0,0.0,159,1,0,3,0,2024-2025,laliga
inaki pena,Barcelona,651,16,0,0,667,0,,0,,991,0,0,0,0,2024-2025,laliga
ruben pena,Osasuna,64,165,192,18,418,27,37.0,14,51.9,536,11,4,25,12,2024-2025,laliga
nicolas pepe,Villarreal,112,266,477,89,842,64,42.2,29,45.3,1976,40,30,52,20,2024-2025,laliga
peque,Sevilla,51,253,186,35,485,26,42.3,12,46.2,556,12,1,23,26,2024-2025,laliga
ayoze perez,Villarreal,66,296,355,136,705,78,43.6,36,46.2,1453,31,33,62,34,2024-2025,laliga
carles perez,Getafe,74,198,291,44,551,50,42.0,27,54.0,952,33,9,37,20,2024-2025,laliga
francisco perez,Valencia,50,126,154,16,327,22,36.4,14,63.6,658,11,4,17,14,2024-2025,laliga
kike perez,Valladolid,166,412,159,18,723,22,36.4,12,54.5,1125,18,4,25,13,2024-2025,laliga
luis perez,Valladolid,490,630,336,9,1444,21,57.1,7,33.3,1388,23,3,28,5,2024-2025,laliga
romain perraud,Betis,442,565,423,28,1419,35,31.4,18,51.4,1881,25,10,33,14,2024-2025,laliga
valentin pezzolesi,Las Palmas,5,0,1,0,6,0,,0,,2,0,0,0,0,2024-2025,laliga
pica,Alavés,135,120,8,5,263,1,100.0,0,0.0,496,2,0,2,1,2024-2025,laliga
yeremi pino,Villarreal,169,356,477,104,986,58,43.1,25,43.1,1416,26,21,52,23,2024-2025,laliga
portu,Girona,33,110,160,25,301,10,40.0,5,50.0,518,15,4,11,3,2024-2025,laliga
benat prados,Athletic Club,190,628,184,24,991,30,50.0,12,40.0,1081,19,1,25,20,2024-2025,laliga
abdon prats,Mallorca,15,76,55,25,145,3,33.3,2,66.7,41,0,0,17,12,2024-2025,laliga
javi puado,Espanyol,140,452,413,102,980,61,34.4,35,57.4,1960,48,22,71,33,2024-2025,laliga
dani raba,Leganés,111,445,398,43,925,91,50.5,38,41.8,1474,42,10,53,40,2024-2025,laliga
arnau rafus,Valladolid,43,0,0,0,43,0,,0,,61,0,0,0,0,2024-2025,laliga
antonio raillo,Mallorca,1140,909,142,66,2185,3,66.7,1,33.3,3707,16,0,7,6,2024-2025,laliga
benito ramirez,Las Palmas,87,169,155,9,406,15,20.0,9,60.0,580,20,1,10,6,2024-2025,laliga
sandro ramirez,Las Palmas,146,383,417,64,929,47,34.0,26,55.3,1134,21,24,49,28,2024-2025,laliga
jacobo ramon,Real Madrid,57,53,9,3,117,0,,0,,126,0,0,2,1,2024-2025,laliga
raphinha,Barcelona,114,661,1113,183,1861,103,50.5,44,42.7,2865,66,46,53,29,2024-2025,laliga
andrei ratiu,Rayo Vallecano,590,936,697,71,2193,147,51.7,63,42.9,3780,87,31,69,49,2024-2025,laliga
raul,Osasuna,18,113,141,42,266,20,55.0,8,40.0,286,11,4,24,13,2024-2025,laliga
abderrahman rebbach,Alavés,27,62,85,18,173,14,21.4,9,64.3,389,6,7,9,5,2024-2025,laliga
alex remiro,Real Sociedad,1350,14,0,0,1364,0,,0,,1911,0,0,2,0,2024-2025,laliga
daniel requena,Villarreal,0,4,1,1,5,0,,0,,9,0,0,0,0,2024-2025,laliga
diego rico,Getafe,532,901,516,11,1929,14,42.9,6,42.9,1235,30,3,48,13,2024-2025,laliga
luis rioja,Alavés,2,4,10,2,15,0,,0,,71,1,2,0,0,2024-2025,laliga
luis rioja,Valencia,252,533,741,59,1503,91,47.3,37,40.7,2812,57,28,42,40,2024-2025,laliga
rodrigo riquelme,Atlético Madrid,41,136,185,23,354,24,25.0,16,66.7,1001,25,10,11,6,2024-2025,laliga
alberto risco,Getafe,7,17,34,5,57,6,16.7,5,83.3,79,3,2,5,4,2024-2025,laliga
mihailo ristic,Celta Vigo,102,130,73,0,302,13,15.4,10,76.9,329,2,0,7,4,2024-2025,laliga
gorka rivera alonso,Getafe,7,8,2,0,17,2,0.0,1,50.0,5,0,0,2,0,2024-2025,laliga
marc roca,Betis,154,374,108,19,632,5,80.0,1,20.0,1037,14,0,9,7,2024-2025,laliga
rodri,Betis,22,32,33,6,86,6,33.3,4,66.7,183,3,3,5,2,2024-2025,laliga
adrian rodriguez,Alavés,55,3,0,0,58,0,,0,,61,0,0,0,0,2024-2025,laliga
alvaro rodriguez,Getafe,27,194,204,55,415,33,48.5,15,45.5,221,13,2,37,20,2024-2025,laliga
oscar rodriguez arnaiz,Leganés,113,395,251,21,749,52,40.4,26,50.0,968,24,8,34,14,2024-2025,laliga
arturo rodriguez,Las Palmas,0,3,8,2,11,1,0.0,1,100.0,11,0,1,0,0,2024-2025,laliga
damian rodriguez,Celta Vigo,127,589,162,4,876,2,0.0,2,100.0,1230,8,0,4,6,2024-2025,laliga
dani rodriguez,Mallorca,126,463,395,54,971,34,47.1,14,41.2,1116,38,5,50,46,2024-2025,laliga
daniel rodriguez,Barcelona,0,2,23,3,25,1,0.0,0,0.0,110,0,2,3,0,2024-2025,laliga
james rodriguez,Rayo Vallecano,16,51,50,4,116,7,71.4,2,28.6,105,4,1,5,0,2024-2025,laliga
javi rodriguez,Celta Vigo,709,1072,217,23,1994,22,45.5,9,40.9,2820,27,1,22,5,2024-2025,laliga
jesus rodriguez,Betis,47,212,284,69,532,84,35.7,46,54.8,1506,36,39,38,20,2024-2025,laliga
kirian rodriguez,Las Palmas,294,872,199,15,1357,16,68.8,5,31.3,1999,24,0,20,14,2024-2025,laliga
ricardo rodriguez,Betis,253,437,181,7,866,7,57.1,3,42.9,1105,23,1,4,3,2024-2025,laliga
rodrygo,Real Madrid,97,464,802,127,1340,111,44.1,46,41.4,3404,87,50,47,15,2024-2025,laliga
leo roman,Mallorca,277,2,0,0,279,1,100.0,0,0.0,396,0,0,0,0,2024-2025,laliga
carlos romero,Espanyol,488,490,412,29,1366,52,42.3,23,44.2,2099,35,12,33,13,2024-2025,laliga
isaac romero,Sevilla,69,340,349,89,750,65,32.3,36,55.4,576,10,14,79,61,2024-2025,laliga
luka romero,Alavés,5,28,37,5,68,3,33.3,1,33.3,69,1,1,5,7,2024-2025,laliga
oriol romeu,Girona,223,668,141,4,1032,8,50.0,3,37.5,1666,16,1,13,13,2024-2025,laliga
vitor roque,Betis,27,167,179,57,365,39,25.6,25,64.1,554,14,16,41,35,2024-2025,laliga
valentin rosier,Leganés,630,706,298,28,1615,45,51.1,19,42.2,2057,31,7,31,21,2024-2025,laliga
antonio rudiger,Real Madrid,969,1016,94,23,2069,7,42.9,2,28.6,4120,26,2,7,2,2024-2025,laliga
aitor ruibal,Betis,231,321,248,33,790,27,51.9,13,48.1,938,25,7,27,16,2024-2025,laliga
abel ruiz,Girona,28,188,177,59,389,20,35.0,10,50.0,413,12,10,32,18,2024-2025,laliga
ferran ruiz,Girona,3,6,1,0,9,0,,0,,1,0,0,1,0,2024-2025,laliga
youssouf sabaly,Betis,351,591,236,26,1170,20,40.0,10,50.0,1145,12,4,27,12,2024-2025,laliga
umar sadiq,Valencia,22,133,150,41,301,25,44.0,12,48.0,274,8,3,41,24,2024-2025,laliga
umar sadiq,Real Sociedad,12,30,46,16,85,9,55.6,4,44.4,94,2,3,14,6,2024-2025,laliga
jorge saenz,Leganés,643,528,16,12,1181,7,57.1,2,28.6,1292,1,0,6,1,2024-2025,laliga
jan salas,Mallorca,10,13,9,0,32,0,,0,,69,1,0,1,0,2024-2025,laliga
kike salas,Sevilla,883,707,129,27,1710,5,60.0,2,40.0,1430,3,0,11,2,2024-2025,laliga
albert sambi lokonga,Sevilla,262,596,162,17,1018,10,40.0,4,40.0,1640,14,1,19,13,2024-2025,laliga
chuky san jose,Valladolid,37,107,89,12,232,9,44.4,5,55.6,251,5,1,14,5,2024-2025,laliga
oihan sancet,Athletic Club,61,378,345,68,764,50,48.0,21,42.0,1662,39,8,56,45,2024-2025,laliga
antonio sanchez,Mallorca,211,333,201,20,729,25,56.0,8,32.0,780,14,7,26,7,2024-2025,laliga
ivan sanchez,Valladolid,127,331,308,22,755,49,57.1,10,20.4,2016,34,11,24,21,2024-2025,laliga
javi sanchez,Valladolid,934,424,32,11,1387,2,100.0,0,0.0,1625,3,0,8,1,2024-2025,laliga
juanlu sanchez,Sevilla,204,413,279,31,884,28,39.3,16,57.1,1394,23,8,24,12,2024-2025,laliga
manu sanchez,Alavés,431,615,443,29,1477,37,21.6,24,64.9,1592,27,5,39,20,2024-2025,laliga
maroan sannadi,Athletic Club,12,128,145,44,282,30,46.7,13,43.3,512,7,9,41,18,2024-2025,laliga
jesus santiago,Getafe,40,109,37,4,184,7,14.3,6,85.7,239,5,0,8,0,2024-2025,laliga
aleksandar sedlar,Alavés,138,156,3,2,296,1,0.0,1,100.0,489,2,0,0,0,2024-2025,laliga
sergi,Leganés,1054,790,35,22,1875,5,80.0,0,0.0,2161,3,0,7,2,2024-2025,laliga
nicolas serrano,Athletic Club,7,19,42,4,68,9,33.3,6,66.7,65,1,1,1,3,2024-2025,laliga
fabio silva,Las Palmas,69,311,335,101,703,53,39.6,29,54.7,810,11,21,58,30,2024-2025,laliga
rui silva,Betis,552,1,0,0,553,0,,0,,710,0,0,1,0,2024-2025,laliga
giuliano simeone,Atlético Madrid,173,416,461,87,1034,68,44.1,33,48.5,1783,42,24,55,20,2024-2025,laliga
unai simon,Athletic Club,698,7,0,0,704,0,,0,,1133,0,0,1,1,2024-2025,laliga
daley sinkgraven,Las Palmas,22,35,20,1,77,1,100.0,0,0.0,95,2,1,1,1,2024-2025,laliga
jailson siqueira,Celta Vigo,214,306,34,8,551,4,75.0,1,25.0,1091,10,2,1,5,2024-2025,laliga
antonio sivera,Alavés,1021,25,0,0,1045,0,,0,,2180,0,0,0,0,2024-2025,laliga
justin smith,Espanyol,33,53,12,0,95,3,33.3,2,66.7,132,3,0,4,1,2024-2025,laliga
alex sola,Getafe,63,166,225,35,446,61,34.4,35,57.4,631,12,10,54,21,2024-2025,laliga
arnau sola,Villarreal,2,0,1,0,3,0,,0,,0,0,0,0,0,2024-2025,laliga
jhon solis,Girona,67,231,69,6,364,12,41.7,6,50.0,557,10,1,9,10,2024-2025,laliga
david soria,Getafe,1098,20,0,0,1118,0,,0,,1988,0,0,3,0,2024-2025,laliga
juan soriano,Leganés,199,0,0,0,199,0,,0,,281,0,0,0,0,2024-2025,laliga
