nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
abner,betis,DF,2000,13,7,607,0,0,2,0,8,16,25,2022-2023,laliga
alvaro aceves,valladolid,GK,2003,1,0,13,0,0,0,0,0,0,0,2022-2023,laliga
marcos acuna,sevilla,DF,1991,30,21,1912,3,2,10,3,49,102,94,2022-2023,laliga
julen agirrezabala,athletic club,GK,2000,8,7,675,0,0,0,0,0,0,0,2022-2023,laliga
alvaro aguado,valladolid,MF,1996,34,18,1888,1,2,4,0,29,139,50,2022-2023,laliga
joseph aidoo,celta vigo,DF,1995,35,35,3119,3,0,6,1,15,95,2,2022-2023,laliga
sergio akieme,almeria,DF,1997,29,27,2297,1,0,5,0,60,58,84,2022-2023,laliga
babatunde akinsola,valladolid,FW,2003,1,0,11,0,0,0,0,1,0,3,2022-2023,laliga
paul akouokou,betis,"MF,DF",1997,12,3,447,0,0,3,0,1,10,1,2022-2023,laliga
david alaba,real madrid,DF,1992,23,21,1838,1,3,3,0,16,67,60,2022-2023,laliga
angel alarcon,barcelona,"FW,MF",2004,4,0,25,0,0,0,0,0,1,2,2022-2023,laliga
tomas alarcon,cadiz,MF,1999,4,2,223,0,0,2,1,2,9,6,2022-2023,laliga
jordi alba,barcelona,DF,1989,24,14,1419,2,3,6,1,42,141,157,2022-2023,laliga
raul albiol,villarreal,DF,1985,25,24,2119,0,0,6,0,12,100,3,2022-2023,laliga
ruben alcaraz,cadiz,MF,1991,31,22,2043,3,0,11,1,30,105,20,2022-2023,laliga
omar alderete,getafe,DF,1996,25,23,2047,1,1,9,0,28,96,8,2022-2023,laliga
ivan alejo,cadiz,"MF,FW",1995,31,13,1311,0,1,13,1,52,16,103,2022-2023,laliga
carles alena,getafe,"MF,FW",1998,35,26,2119,2,2,12,1,24,87,78,2022-2023,laliga
alejandro alfaro,elche,MF,2002,1,0,15,0,0,0,0,0,0,0,2022-2023,laliga
angel algobia,getafe,MF,1999,26,11,1138,0,0,3,0,10,42,11,2022-2023,laliga
mohamed ali cho,real sociedad,"FW,MF",2004,19,5,587,1,2,1,0,30,8,63,2022-2023,laliga
domingos andre ribeiro almeida,valencia,MF,2000,34,29,2539,2,4,3,0,74,197,71,2022-2023,laliga
marcos alonso,barcelona,DF,1990,24,11,1172,1,0,3,0,26,71,13,2022-2023,laliga
carlos alvarez,sevilla,MF,2003,1,0,10,0,0,1,0,0,0,1,2022-2023,laliga
gaston alvarez,getafe,DF,2000,22,16,1501,2,0,7,1,11,38,27,2022-2023,laliga
yeray alvarez,athletic club,DF,1995,28,27,2332,1,1,7,1,32,152,8,2022-2023,laliga
selim amallah,valladolid,"MF,FW",1996,7,3,267,2,1,2,1,11,10,9,2022-2023,laliga
amath,mallorca,"MF,FW",1996,28,12,1227,2,0,2,1,33,16,69,2022-2023,laliga
jordan amavi,getafe,DF,1994,5,1,200,0,0,2,1,4,5,5,2022-2023,laliga
marcos andre,valencia,"FW,MF",1996,17,3,447,1,0,2,1,2,7,20,2022-2023,laliga
fabrizio angileri,getafe,DF,1994,15,7,585,0,0,2,1,4,16,14,2022-2023,laliga
josep antoni gaya,mallorca,"DF,MF",2000,2,1,98,0,0,0,0,0,0,0,2022-2023,laliga
jose antonio,cadiz,"MF,DF",2004,2,0,46,0,1,0,0,2,3,2,2022-2023,laliga
anuar,valladolid,"MF,FW",1995,3,3,210,1,0,1,0,6,3,4,2022-2023,laliga
mauro arambarri,getafe,MF,1995,13,13,992,0,1,5,1,8,33,7,2022-2023,laliga
ronald araujo,barcelona,DF,1999,22,21,1800,0,2,5,1,29,79,11,2022-2023,laliga
adu ares,athletic club,"FW,MF",2001,8,0,84,0,0,0,0,8,4,19,2022-2023,laliga
sergio arribas,real madrid,"MF,FW",2001,2,0,19,0,0,0,0,0,2,0,2022-2023,laliga
roberto arroyo,valladolid,MF,2003,1,0,15,0,0,0,0,1,0,4,2022-2023,laliga
ricard artero,girona,"MF,FW",2003,7,0,133,0,0,0,0,4,3,9,2022-2023,laliga
santiago arzamendia,cadiz,"DF,MF",1998,12,5,483,0,0,0,0,8,17,22,2022-2023,laliga
sergio asenjo,valladolid,GK,1989,10,10,900,0,0,0,0,0,0,0,2022-2023,laliga
marco asensio,real madrid,"FW,MF",1996,31,15,1442,9,6,1,0,56,70,108,2022-2023,laliga
iago aspas,celta vigo,FW,1987,37,31,2868,12,3,6,0,80,162,239,2022-2023,laliga
pierreemerick aubameyang,barcelona,FW,1989,1,0,9,0,0,0,0,0,0,0,2022-2023,laliga
ludwig augustinsson,mallorca,DF,1994,4,1,132,0,0,0,0,0,5,6,2022-2023,laliga
ezequiel avila,osasuna,"FW,MF",1994,29,23,1709,8,2,7,1,23,39,96,2022-2023,laliga
iddrisu baba,mallorca,"MF,DF",1996,29,20,1705,0,0,5,0,3,47,8,2022-2023,laliga
sran babic,almeria,DF,1996,34,33,2998,3,0,5,0,21,63,5,2022-2023,laliga
loic bade,sevilla,DF,2000,19,16,1449,1,0,4,0,7,42,2,2022-2023,laliga
edgar badia,elche,GK,1992,36,36,3240,0,0,2,0,0,0,0,2022-2023,laliga
alex baena,villarreal,"MF,FW",2001,35,19,1947,6,2,13,1,50,124,110,2022-2023,laliga
alejandro balde,barcelona,DF,2003,33,30,2471,1,6,4,0,95,79,234,2022-2023,laliga
mikel balenziaga,athletic club,DF,1988,3,1,115,0,0,0,0,0,7,6,2022-2023,laliga
ivan balliu,rayo vallecano,DF,1992,37,37,3232,0,0,6,0,75,131,147,2022-2023,laliga
leo baptistao,almeria,"FW,MF",1992,28,24,1726,5,1,7,0,38,51,83,2022-2023,laliga
keidi bare,espanyol,MF,1997,18,4,503,0,1,0,0,6,28,11,2022-2023,laliga
kike barja,osasuna,"FW,MF",1997,27,15,1312,1,6,1,0,61,35,185,2022-2023,laliga
ander barrenetxea,real sociedad,"FW,DF",2001,23,9,878,3,1,4,0,36,27,72,2022-2023,laliga
pablo barrios,atletico madrid,MF,2003,21,6,724,0,1,4,0,16,51,27,2022-2023,laliga
rodrigo battaglia,mallorca,MF,1991,15,8,686,0,0,5,0,3,19,3,2022-2023,laliga
bebe,rayo vallecano,FW,1990,4,0,60,0,0,1,0,5,1,10,2022-2023,laliga
hector bellerin,barcelona,DF,1995,3,1,143,0,0,0,0,2,13,6,2022-2023,laliga
fran beltran,celta vigo,MF,1999,36,33,2855,0,2,4,0,27,138,33,2022-2023,laliga
iker benito,osasuna,"FW,MF",2002,4,2,176,0,0,0,0,9,3,15,2022-2023,laliga
karim benzema,real madrid,FW,1987,24,24,2038,19,3,1,0,72,138,157,2022-2023,laliga
yuri berchiche,athletic club,DF,1990,29,27,2406,1,1,9,1,59,179,95,2022-2023,laliga
alex berenguer,athletic club,FW,1995,37,26,2297,4,1,2,0,73,77,249,2022-2023,laliga
pedro bigas,elche,DF,1990,28,25,2020,0,0,4,2,19,83,3,2022-2023,laliga
el bilal toure,almeria,FW,2001,21,15,1264,7,2,0,0,18,14,51,2022-2023,laliga
antonio blanco,cadiz,MF,2000,3,2,158,0,0,0,0,1,2,2,2022-2023,laliga
lautaro blanco,elche,"DF,MF",1999,17,9,872,0,2,2,0,41,28,76,2022-2023,laliga
theo bongonda,cadiz,"MF,FW",1995,31,24,1938,4,3,2,0,74,39,105,2022-2023,laliga
yassine bounou,sevilla,GK,1991,25,25,2151,0,0,2,0,0,1,0,2022-2023,laliga
lucas boye,elche,FW,1996,35,29,2462,7,2,7,1,58,63,160,2022-2023,laliga
martin braithwaite,espanyol,"FW,MF",1991,31,29,2456,10,2,5,1,32,54,126,2022-2023,laliga
darko brasanac,osasuna,MF,1992,25,9,1041,1,1,5,0,18,49,36,2022-2023,laliga
claudio bravo,betis,GK,1983,12,12,1080,0,0,2,0,0,1,0,2022-2023,laliga
ante budimir,osasuna,FW,1991,31,22,1798,8,0,5,0,23,23,98,2022-2023,laliga
manu bueno,sevilla,MF,2004,2,2,149,0,0,0,0,0,4,1,2022-2023,laliga
santiago bueno,girona,DF,1998,34,34,3010,0,1,7,1,30,148,4,2022-2023,laliga
sergio busquets,barcelona,MF,1988,30,28,2339,0,4,8,1,26,254,32,2022-2023,laliga
leandro cabrera,espanyol,DF,1991,32,31,2669,0,1,10,2,13,95,8,2022-2023,laliga
cala,cadiz,DF,1989,3,1,137,0,0,0,0,0,2,0,2022-2023,laliga
fernando calero,espanyol,"DF,MF",1995,27,20,1611,0,1,6,0,9,64,4,2022-2023,laliga
alexander callens,girona,DF,1992,6,0,120,0,0,1,0,5,6,1,2022-2023,laliga
eduardo camavinga,real madrid,"MF,DF",2002,37,21,2010,0,1,6,0,69,165,99,2022-2023,laliga
sergio camello,rayo vallecano,FW,2001,38,27,2401,6,5,1,0,40,42,122,2022-2023,laliga
sergio canales,betis,"FW,MF",1991,31,28,2402,4,3,4,2,82,143,150,2022-2023,laliga
ander capa,athletic club,DF,1992,7,1,109,0,0,1,0,5,12,7,2022-2023,laliga
etienne capoue,villarreal,MF,1988,28,22,1955,3,0,4,0,45,98,72,2022-2023,laliga
isaac carcelen,cadiz,DF,1993,27,25,2199,0,1,4,3,33,85,62,2022-2023,laliga
juan carlos,girona,GK,1988,10,10,900,0,0,0,0,0,0,0,2022-2023,laliga
jose carlos lazo,almeria,"MF,FW",1996,1,0,20,0,0,0,0,0,0,3,2022-2023,laliga
jose carlos lazo,espanyol,"MF,FW",1996,10,0,159,1,1,0,0,2,4,10,2022-2023,laliga
carmona,elche,"MF,DF",2002,9,8,589,1,0,5,1,8,10,27,2022-2023,laliga
carmona,sevilla,DF,2002,10,5,527,2,1,6,1,9,11,8,2022-2023,laliga
yannick carrasco,atletico madrid,"DF,MF",1993,35,26,2317,7,3,2,0,146,84,264,2022-2023,laliga
dani carvajal,real madrid,DF,1992,27,20,1784,0,2,8,1,22,58,147,2022-2023,laliga
william carvalho,betis,MF,1992,33,31,2438,3,1,6,1,46,203,52,2022-2023,laliga
casemiro,real madrid,MF,1992,1,0,8,0,0,0,0,0,0,0,2022-2023,laliga
valentin castellanos,girona,FW,1998,35,33,2597,13,0,11,0,30,34,128,2022-2023,laliga
samu castillejo,valencia,"FW,MF",1995,25,17,1362,4,0,7,0,54,76,115,2022-2023,laliga
catena,rayo vallecano,DF,1994,35,35,3103,1,1,14,1,8,119,2,2022-2023,laliga
edinson cavani,valencia,FW,1987,25,20,1449,5,2,6,0,8,20,53,2022-2023,laliga
dani ceballos,real madrid,MF,1996,30,19,1564,0,4,8,0,60,204,60,2022-2023,laliga
alex centelles,almeria,DF,1997,15,11,1123,1,2,0,1,17,35,48,2022-2023,laliga
franco cervi,celta vigo,"MF,DF",1994,36,21,1894,0,4,2,1,45,69,113,2022-2023,laliga
pep chavarria,rayo vallecano,"FW,MF",1998,16,2,366,0,2,1,0,13,19,25,2022-2023,laliga
pape cheikh diop,elche,MF,1997,2,0,37,0,0,1,1,0,1,0,2022-2023,laliga
andreas christensen,barcelona,DF,1996,23,22,1760,1,1,2,0,18,91,5,2022-2023,laliga
samuel chukwueze,villarreal,"FW,MF",1999,37,27,2339,6,5,1,0,133,85,261,2022-2023,laliga
chumi,almeria,DF,1999,21,15,1489,1,0,5,0,13,32,10,2022-2023,laliga
victor chust,cadiz,DF,2000,14,10,965,1,0,3,0,4,22,2,2022-2023,laliga
pathe ciss,rayo vallecano,"MF,DF",1994,32,12,1282,1,0,4,0,10,65,5,2022-2023,laliga
carlos clerc,elche,"DF,MF",1992,32,31,2639,0,1,5,0,51,107,91,2022-2023,laliga
alex collado,elche,MF,1999,15,8,722,1,1,1,0,24,34,43,2022-2023,laliga
diego collado,villarreal,FW,2001,2,0,6,0,0,0,0,0,1,3,2022-2023,laliga
eray comert,valencia,DF,1998,23,19,1672,1,0,5,1,6,54,1,2022-2023,laliga
santi comesana,rayo vallecano,MF,1996,35,29,2451,3,2,6,0,40,150,58,2022-2023,laliga
copete,mallorca,DF,1999,28,27,2206,1,0,7,1,14,58,3,2022-2023,laliga
francis coquelin,villarreal,MF,1991,16,9,748,1,0,2,0,11,29,27,2022-2023,laliga
jesus corona,sevilla,FW,1993,4,1,111,1,0,0,0,3,3,9,2022-2023,laliga
angel correa,atletico madrid,"FW,MF",1995,35,13,1455,9,1,3,1,44,58,142,2022-2023,laliga
thierry correia,valencia,DF,1999,27,24,2009,0,0,5,0,60,104,122,2022-2023,laliga
jaume costa,mallorca,DF,1988,32,30,2599,0,1,10,0,60,74,123,2022-2023,laliga
samu costa,almeria,MF,2000,32,22,1989,1,2,5,0,9,91,24,2022-2023,laliga
thibaut courtois,real madrid,GK,1992,31,31,2790,0,0,0,0,0,0,0,2022-2023,laliga
yan couto,girona,"DF,MF",2002,25,12,1158,1,2,3,0,56,55,89,2022-2023,laliga
juan cruz armada,osasuna,DF,1992,27,21,2062,0,0,7,0,15,68,55,2022-2023,laliga
juan cruz,betis,FW,2000,6,1,178,1,0,1,0,7,1,15,2022-2023,laliga
jorge cuenca,villarreal,DF,1999,10,5,506,0,0,1,0,7,26,1,2022-2023,laliga
braian cufre,mallorca,DF,1996,5,2,220,0,0,0,0,3,7,9,2022-2023,laliga
matheus cunha,atletico madrid,"FW,MF",1999,11,2,377,0,2,2,0,6,7,19,2022-2023,laliga
curro,almeria,MF,1996,2,0,43,0,0,1,0,1,1,1,2022-2023,laliga
arnaut danjuma,villarreal,FW,1997,10,6,479,2,0,0,0,12,2,35,2022-2023,laliga
sergi darder,espanyol,MF,1993,38,38,3320,6,3,4,0,111,233,75,2022-2023,laliga
rodrigo de paul,atletico madrid,MF,1994,30,24,1923,2,7,5,0,55,182,68,2022-2023,laliga
alberto del moral,villarreal,MF,2000,1,0,5,0,0,0,0,0,0,0,2022-2023,laliga
thomas delaney,sevilla,MF,1991,8,2,309,0,0,3,0,1,7,3,2022-2023,laliga
fran delgado,betis,DF,2001,1,0,12,0,0,0,0,0,0,3,2022-2023,laliga
ousmane dembele,barcelona,FW,1997,25,16,1410,5,7,4,0,124,74,209,2022-2023,laliga
mouctar diakhaby,valencia,DF,1996,29,28,2446,3,0,7,1,19,86,11,2022-2023,laliga
mamady diarra,cadiz,"MF,DF",2000,2,1,66,0,0,0,0,3,0,0,2022-2023,laliga
youba diarra,cadiz,MF,1998,5,1,98,0,0,2,0,1,3,1,2022-2023,laliga
stole dimitrievski,rayo vallecano,GK,1993,37,37,3324,0,0,4,0,0,0,1,2022-2023,laliga
djene,getafe,DF,1991,33,33,2840,0,1,10,1,11,77,20,2022-2023,laliga
marko dmitrovic,sevilla,GK,1992,15,13,1269,0,0,1,0,0,0,0,2022-2023,laliga
matt doherty,atletico madrid,DF,1992,2,0,18,0,0,0,0,0,0,1,2022-2023,laliga
kasper dolberg,sevilla,FW,1997,4,2,197,0,1,0,0,2,2,9,2022-2023,laliga
carlos dominguez,celta vigo,DF,2001,3,1,108,0,0,0,0,0,2,0,2022-2023,laliga
john donald,elche,"MF,DF",2000,14,13,1092,0,0,3,1,3,23,2,2022-2023,laliga
domingos duarte,getafe,DF,1995,31,30,2657,0,2,11,1,6,63,0,2022-2023,laliga
pablo duran,celta vigo,"MF,DF",2001,4,0,36,0,0,0,0,0,0,3,2022-2023,laliga
hugo duro,valencia,FW,1999,30,12,1385,1,1,5,0,9,19,67,2022-2023,laliga
inigo eguaras,almeria,MF,1992,25,10,967,1,1,6,0,8,61,7,2022-2023,laliga
aritz elustondo,real sociedad,DF,1994,25,16,1449,0,1,5,1,21,52,19,2022-2023,laliga
rodrigo ely,almeria,DF,1993,36,36,3155,0,1,10,1,6,52,4,2022-2023,laliga
adri embarba,almeria,"FW,MF",1992,29,18,1472,4,3,5,1,62,47,115,2022-2023,laliga
adri embarba,espanyol,FW,1992,1,0,35,0,0,0,0,1,0,2,2022-2023,laliga
youssef ennesyri,sevilla,FW,1997,31,17,1661,8,1,4,0,16,12,71,2022-2023,laliga
gonzalo escalante,cadiz,MF,1993,14,13,1121,4,1,4,0,3,50,12,2022-2023,laliga
sergio escudero,valladolid,DF,1989,23,17,1439,1,0,3,0,17,40,37,2022-2023,laliga
alfonso espino,cadiz,DF,1992,36,35,3122,0,4,7,0,53,107,129,2022-2023,laliga
bernardo espinosa,girona,DF,1989,20,14,1225,1,1,5,0,8,36,3,2022-2023,laliga
edu exposito,espanyol,MF,1996,28,13,1160,2,2,3,1,19,72,59,2022-2023,laliga
nicolas ezequiel fernandez,elche,"MF,DF",2000,18,3,514,0,1,2,0,21,29,53,2022-2023,laliga
abde ezzalzouli,osasuna,"FW,MF",2001,28,19,1504,4,2,4,2,93,44,136,2022-2023,laliga
radamel falcao,rayo vallecano,"FW,MF",1986,27,3,616,2,0,4,0,2,14,53,2022-2023,laliga
fali,cadiz,"DF,MF",1993,25,22,1714,0,0,6,0,9,56,10,2022-2023,laliga
mamadou fall,villarreal,DF,2002,1,0,30,0,0,0,0,0,1,0,2022-2023,laliga
ansu fati,barcelona,FW,2002,36,12,1393,7,3,3,0,47,48,178,2022-2023,laliga
zouhair feddal,valladolid,DF,1989,8,4,375,0,0,1,0,0,5,0,2022-2023,laliga
nabil fekir,betis,MF,1993,15,12,961,2,2,4,1,42,41,76,2022-2023,laliga
felipe,atletico madrid,DF,1989,3,2,194,0,0,0,0,2,20,1,2022-2023,laliga
luiz felipe,betis,DF,1997,23,22,1763,0,0,3,3,1,42,0,2022-2023,laliga
joao felix,atletico madrid,"FW,MF",1999,14,7,650,4,3,5,0,17,27,42,2022-2023,laliga
kiko femenia,villarreal,DF,1991,20,13,1133,0,0,0,0,36,66,47,2022-2023,laliga
aitor fernandez,osasuna,GK,1991,21,21,1890,0,0,1,0,0,1,0,2022-2023,laliga
alex fernandez,cadiz,"MF,FW",1992,28,17,1576,3,0,0,0,19,69,26,2022-2023,laliga
alvaro fernandez,espanyol,GK,1998,11,11,990,0,0,1,0,0,0,0,2022-2023,laliga
carlos fernandez,real sociedad,FW,1996,24,8,631,1,0,6,0,9,13,54,2022-2023,laliga
federico fernandez,elche,DF,1989,1,1,90,0,0,0,0,0,0,0,2022-2023,laliga
joaquin fernandez,valladolid,DF,1996,27,24,2156,1,0,4,0,6,42,3,2022-2023,laliga
valery fernandez,girona,"MF,DF",1999,25,7,967,0,2,1,0,18,20,84,2022-2023,laliga
fernando,almeria,GK,1990,37,37,3285,0,0,3,0,0,0,0,2022-2023,laliga
fernando,sevilla,"MF,DF",1987,22,19,1577,0,1,3,1,6,67,13,2022-2023,laliga
fidel,elche,"MF,FW",1989,27,21,1714,3,2,5,0,53,139,90,2022-2023,laliga
dimitri foulquier,valencia,DF,1993,30,17,1738,0,2,4,0,51,70,84,2022-2023,laliga
juan foyth,villarreal,DF,1998,24,22,1958,1,0,6,0,47,100,18,2022-2023,laliga
ivan fresneda,valladolid,DF,2004,22,18,1743,0,0,3,0,48,62,101,2022-2023,laliga
javi galan,celta vigo,DF,1994,37,36,3160,0,3,6,0,141,125,244,2022-2023,laliga
inigo ruiz de galarreta,mallorca,MF,1993,30,28,2449,0,1,12,0,20,127,21,2022-2023,laliga
aleix garcia,girona,MF,1997,30,26,2337,1,5,1,0,41,156,76,2022-2023,laliga
alvaro garcia,rayo vallecano,"FW,MF",1992,35,34,2870,5,5,7,0,116,71,293,2022-2023,laliga
borja garcia,girona,"MF,FW",1990,11,10,679,1,0,1,0,7,39,32,2022-2023,laliga
carlos garcia,cadiz,DF,2000,1,0,25,0,1,0,0,0,2,0,2022-2023,laliga
dani garcia,athletic club,MF,1990,25,18,1485,0,2,6,0,6,73,8,2022-2023,laliga
david garcia,osasuna,DF,1994,32,31,2680,2,0,8,1,16,105,4,2022-2023,laliga
eric garcia,barcelona,"DF,MF",2001,24,15,1417,1,0,3,0,24,105,6,2022-2023,laliga
fran garcia,rayo vallecano,DF,1999,38,38,3407,2,3,1,0,183,147,167,2022-2023,laliga
joan garcia,espanyol,GK,2001,1,1,90,0,0,0,0,0,0,0,2022-2023,laliga
raul garcia,athletic club,"FW,MF",1986,35,6,967,2,3,4,0,12,38,62,2022-2023,laliga
ruben garcia,osasuna,"FW,MF",1993,29,11,1159,2,2,2,0,16,40,92,2022-2023,laliga
unai garcia,osasuna,DF,1992,21,20,1713,0,1,6,1,11,51,3,2022-2023,laliga
felix garreta,betis,DF,2004,1,1,90,0,0,0,0,0,2,0,2022-2023,laliga
aleix garrido,barcelona,FW,2004,1,0,7,0,0,0,0,0,0,0,2022-2023,laliga
sekou gassama,valladolid,FW,1995,1,0,36,0,0,0,0,1,0,1,2022-2023,laliga
gavi,barcelona,"MF,FW",2004,36,30,2531,2,4,10,0,49,134,153,2022-2023,laliga
paulo gazzaniga,girona,GK,1992,28,28,2520,0,0,4,0,0,0,0,2022-2023,laliga
bryan gil,sevilla,"FW,DF",2001,17,10,918,2,2,4,0,28,22,75,2022-2023,laliga
david gil,cadiz,GK,1994,4,4,360,0,0,0,0,0,0,0,2022-2023,laliga
oscar gil,espanyol,DF,1997,33,31,2559,0,1,14,0,39,47,111,2022-2023,laliga
alvaro gimenez,cadiz,FW,1991,1,0,17,0,0,0,0,0,1,2,2022-2023,laliga
dani gomez,espanyol,"MF,FW",1998,8,0,88,0,0,2,0,1,4,9,2022-2023,laliga
maxi gomez,valencia,FW,1996,3,0,108,0,0,0,0,1,0,1,2022-2023,laliga
moi gomez,osasuna,"MF,FW",1994,33,28,2453,3,2,5,0,37,184,67,2022-2023,laliga
papu gomez,sevilla,"FW,MF",1988,19,11,1065,1,1,4,0,34,82,67,2022-2023,laliga
sergi gomez,espanyol,DF,1992,29,26,2339,0,0,1,2,2,43,1,2022-2023,laliga
antonio gomis,atletico madrid,GK,2003,1,0,6,0,0,0,0,0,0,0,2022-2023,laliga
diego gonzalez,elche,DF,1995,16,8,958,0,0,4,0,1,13,2,2022-2023,laliga
edgar gonzalez,betis,DF,1997,25,18,1772,0,0,8,2,7,30,2,2022-2023,laliga
giovanni gonzalez,mallorca,DF,1994,15,9,926,0,2,5,0,10,28,39,2022-2023,laliga
nicolas gonzalez,valencia,MF,2002,26,18,1405,1,1,2,0,21,81,17,2022-2023,laliga
roberto gonzalez,betis,"FW,MF",2001,2,0,54,0,0,1,0,1,2,1,2022-2023,laliga
andoni gorosabel,real sociedad,DF,1996,27,19,1708,0,0,3,0,42,68,75,2022-2023,laliga
jose gragera,espanyol,"MF,DF",2000,9,5,460,1,0,2,0,0,11,3,2022-2023,laliga
ivo grbic,atletico madrid,GK,1996,12,10,922,0,0,3,0,0,0,0,2022-2023,laliga
dominik greif,mallorca,GK,1997,1,1,90,0,0,0,0,0,0,0,2022-2023,laliga
clement grenier,mallorca,MF,1991,21,6,718,0,0,7,0,4,40,26,2022-2023,laliga
antoine griezmann,atletico madrid,"FW,MF",1991,38,31,2859,15,16,2,0,99,171,202,2022-2023,laliga
andres guardado,betis,MF,1986,26,16,1373,1,1,7,0,14,72,13,2022-2023,laliga
sergi guardiola,valladolid,FW,1991,14,8,502,0,0,1,0,7,3,20,2022-2023,laliga
sergi guardiola,cadiz,FW,1991,17,14,1165,3,0,2,0,12,28,55,2022-2023,laliga
nemanja gudelj,sevilla,"DF,MF",1991,34,31,2779,3,1,8,0,29,110,6,2022-2023,laliga
javier guerra,valencia,MF,2003,10,6,605,1,0,0,0,17,30,16,2022-2023,laliga
ander guevara,real sociedad,MF,1997,8,2,221,0,0,2,0,4,15,3,2022-2023,laliga
pape gueye,sevilla,MF,1999,16,15,1171,1,3,6,3,9,59,27,2022-2023,laliga
hugo guillamon,valencia,MF,2000,25,19,1632,1,4,5,0,11,101,20,2022-2023,laliga
gerard gumbau,elche,MF,1994,35,31,2737,1,6,11,0,18,145,52,2022-2023,laliga
gorka guruzeta,athletic club,FW,1996,30,17,1421,6,1,2,0,15,37,93,2022-2023,laliga
raul guti,elche,MF,1996,28,12,1117,0,0,1,0,4,32,17,2022-2023,laliga
miguel gutierrez,girona,DF,2001,34,27,2390,2,3,6,0,81,125,148,2022-2023,laliga
munir el haddadi,getafe,"MF,FW",1995,28,10,1150,3,1,4,0,20,30,84,2022-2023,laliga
dennis hadzikadunic,mallorca,DF,1998,8,7,614,0,0,1,0,1,19,0,2022-2023,laliga
haissem hassan,villarreal,"FW,MF",2002,2,0,52,0,0,0,0,3,0,3,2022-2023,laliga
eden hazard,real madrid,FW,1991,6,2,196,0,1,0,0,6,8,25,2022-2023,laliga
luiz henrique,betis,FW,2001,33,21,1807,1,3,6,0,61,26,137,2022-2023,laliga
mario hermoso,atletico madrid,DF,1995,26,24,2110,3,2,7,2,23,115,17,2022-2023,laliga
javi hernandez,girona,DF,1998,25,13,1116,1,2,3,0,41,78,25,2022-2023,laliga
aridane hernandez,osasuna,DF,1989,23,20,1793,0,1,1,0,6,47,0,2022-2023,laliga
luis hernandez,cadiz,DF,1989,35,35,3149,0,0,8,1,10,95,8,2022-2023,laliga
mario hernandez,rayo vallecano,DF,1999,3,1,103,0,0,1,0,4,3,0,2022-2023,laliga
jorge herrando,osasuna,DF,2001,1,1,25,0,0,0,1,0,0,0,2022-2023,laliga
ander herrera,athletic club,MF,1989,17,9,697,0,1,4,1,8,40,14,2022-2023,laliga
sergio herrera,osasuna,GK,1993,17,17,1530,0,0,3,0,0,0,0,2022-2023,laliga
yangel herrera,girona,"MF,FW",1998,20,12,963,2,2,4,0,18,46,56,2022-2023,laliga
omar el hilali,espanyol,"DF,MF",2003,5,1,92,0,0,1,0,0,0,5,2022-2023,laliga
martin hongla,valladolid,"DF,MF",1998,16,15,1306,0,0,7,2,6,50,5,2022-2023,laliga
pablo ibanez,osasuna,MF,1998,25,12,1064,0,1,1,0,15,59,42,2022-2023,laliga
iglesias,getafe,"DF,MF",1998,32,21,2146,1,0,7,0,39,50,100,2022-2023,laliga
borja iglesias,betis,FW,1993,35,29,2365,15,3,2,1,20,33,147,2022-2023,laliga
asier illarramendi,real sociedad,MF,1990,24,13,1076,1,0,5,0,10,48,24,2022-2023,laliga
alexander isak,real sociedad,FW,1999,2,2,152,1,0,0,0,3,3,11,2022-2023,laliga
isco,sevilla,"MF,FW",1992,12,10,799,0,2,5,0,16,37,36,2022-2023,laliga
diego iturralde,sevilla,DF,2003,1,1,45,0,0,1,0,0,0,1,2022-2023,laliga
nicolas jackson,villarreal,FW,2001,26,16,1598,12,4,6,1,49,40,117,2022-2023,laliga
adnan januzaj,sevilla,FW,1995,2,1,47,0,0,0,0,0,1,6,2022-2023,laliga
luis javier suarez,almeria,FW,1997,21,18,1490,4,4,4,1,29,26,87,2022-2023,laliga
joaquin,betis,"MF,FW",1981,22,2,496,0,2,2,0,23,26,37,2022-2023,laliga
frenkie de jong,barcelona,MF,1997,33,29,2534,2,4,3,0,92,280,83,2022-2023,laliga
joan jordan,sevilla,MF,1994,23,19,1592,0,1,8,0,9,123,22,2022-2023,laliga
josan,elche,"DF,MF",1989,26,9,1078,1,3,3,0,37,39,61,2022-2023,laliga
willian jose,betis,FW,1991,28,6,731,2,1,1,0,6,14,27,2022-2023,laliga
joselu,espanyol,FW,1990,34,33,2990,16,2,2,0,23,66,147,2022-2023,laliga
juanmi,betis,FW,1993,22,9,925,4,0,3,0,10,15,37,2022-2023,laliga
juanpe,girona,DF,1991,19,17,1426,1,0,3,0,8,38,3,2022-2023,laliga
lago junior,mallorca,"FW,MF",1990,5,0,52,0,0,0,0,2,0,5,2022-2023,laliga
vinicius junior,real madrid,FW,2000,33,32,2823,10,9,10,1,221,87,495,2022-2023,laliga
filip jrgensen,villarreal,GK,2002,2,2,180,0,0,0,0,0,0,0,2022-2023,laliga
tino kadewere,mallorca,"FW,MF",1996,15,5,542,1,0,1,0,14,4,29,2022-2023,laliga
